EventID,FunName,Location,Message
133,Mindful Moments,Circular Quay,Still stuck in your routine? How about experiencing something *actual* at Circular Quay? Or are you too comfy in your bad habits to join Mindful Moments? Join us on {EventTime}.
133,Mindful Moments,Circular Quay,"Circular Quay is hosting Mindful Moments, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
133,Mindful Moments,Circular Quay,You know that couch youre sitting on? Its not as comfortable as you think. Mindful Moments at Circular Quay is where the real action is. But you do you Join us on {EventTime}.
133,Mindful Moments,Circular Quay,"Skipping Mindful Moments at Circular Quay? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
134,Creative Carnival,Pyrmont,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Pyrmont? Prove you have taste and join Creative Carnival. Join us on {EventTime}.
134,Creative Carnival,Pyrmont,Still stuck in your routine? How about experiencing something *actual* at Pyrmont? Or are you too comfy in your bad habits to join Creative Carnival? Join us on {EventTime}.
134,Creative Carnival,Pyrmont,"Pyrmont is hosting Creative Carnival, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
134,Creative Carnival,Pyrmont,You know that couch youre sitting on? Its not as comfortable as you think. Creative Carnival at Pyrmont is where the real action is. But you do you Join us on {EventTime}.
134,Creative Carnival,Pyrmont,"Skipping Creative Carnival at Pyrmont? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
135,Flicks & Food,Royal Botanic Garden,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Royal Botanic Garden? Prove you have taste and join Flicks & Food. Join us on {EventTime}.
135,Flicks & Food,Royal Botanic Garden,Still stuck in your routine? How about experiencing something *actual* at Royal Botanic Garden? Or are you too comfy in your bad habits to join Flicks & Food? Join us on {EventTime}.
135,Flicks & Food,Royal Botanic Garden,"Royal Botanic Garden is hosting Flicks & Food, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
135,Flicks & Food,Royal Botanic Garden,You know that couch youre sitting on? Its not as comfortable as you think. Flicks & Food at Royal Botanic Garden is where the real action is. But you do you Join us on {EventTime}.
135,Flicks & Food,Royal Botanic Garden,"Skipping Flicks & Food at Royal Botanic Garden? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
136,Flicks & Food,Pyrmont,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Pyrmont? Prove you have taste and join Flicks & Food. Join us on {EventTime}.
136,Flicks & Food,Pyrmont,Still stuck in your routine? How about experiencing something *actual* at Pyrmont? Or are you too comfy in your bad habits to join Flicks & Food? Join us on {EventTime}.
136,Flicks & Food,Pyrmont,"Pyrmont is hosting Flicks & Food, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
136,Flicks & Food,Pyrmont,You know that couch youre sitting on? Its not as comfortable as you think. Flicks & Food at Pyrmont is where the real action is. But you do you Join us on {EventTime}.
136,Flicks & Food,Pyrmont,"Skipping Flicks & Food at Pyrmont? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
137,Eco-Explorer,Manly,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Manly? Prove you have taste and join Eco-Explorer. Join us on {EventTime}.
137,Eco-Explorer,Manly,Still stuck in your routine? How about experiencing something *actual* at Manly? Or are you too comfy in your bad habits to join Eco-Explorer? Join us on {EventTime}.
137,Eco-Explorer,Manly,"Manly is hosting Eco-Explorer, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
137,Eco-Explorer,Manly,You know that couch youre sitting on? Its not as comfortable as you think. Eco-Explorer at Manly is where the real action is. But you do you Join us on {EventTime}.
137,Eco-Explorer,Manly,"Skipping Eco-Explorer at Manly? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
138,Taste of Sydney,Bondi Beach,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Bondi Beach? Prove you have taste and join Taste of Sydney. Join us on {EventTime}.
138,Taste of Sydney,Bondi Beach,Still stuck in your routine? How about experiencing something *actual* at Bondi Beach? Or are you too comfy in your bad habits to join Taste of Sydney? Join us on {EventTime}.
138,Taste of Sydney,Bondi Beach,"Bondi Beach is hosting Taste of Sydney, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
138,Taste of Sydney,Bondi Beach,You know that couch youre sitting on? Its not as comfortable as you think. Taste of Sydney at Bondi Beach is where the real action is. But you do you Join us on {EventTime}.
138,Taste of Sydney,Bondi Beach,"Skipping Taste of Sydney at Bondi Beach? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
139,Art Attack,Balmain,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Balmain? Prove you have taste and join Art Attack. Join us on {EventTime}.
139,Art Attack,Balmain,Still stuck in your routine? How about experiencing something *actual* at Balmain? Or are you too comfy in your bad habits to join Art Attack? Join us on {EventTime}.
139,Art Attack,Balmain,"Balmain is hosting Art Attack, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
139,Art Attack,Balmain,You know that couch youre sitting on? Its not as comfortable as you think. Art Attack at Balmain is where the real action is. But you do you Join us on {EventTime}.
139,Art Attack,Balmain,"Skipping Art Attack at Balmain? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
140,Zen Vibes Only,Paddington,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Paddington? Prove you have taste and join Zen Vibes Only. Join us on {EventTime}.
140,Zen Vibes Only,Paddington,Still stuck in your routine? How about experiencing something *actual* at Paddington? Or are you too comfy in your bad habits to join Zen Vibes Only? Join us on {EventTime}.
140,Zen Vibes Only,Paddington,"Paddington is hosting Zen Vibes Only, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
140,Zen Vibes Only,Paddington,You know that couch youre sitting on? Its not as comfortable as you think. Zen Vibes Only at Paddington is where the real action is. But you do you Join us on {EventTime}.
140,Zen Vibes Only,Paddington,"Skipping Zen Vibes Only at Paddington? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
141,Snap & Stroll,Manly,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Manly? Prove you have taste and join Snap & Stroll. Join us on {EventTime}.
141,Snap & Stroll,Manly,Still stuck in your routine? How about experiencing something *actual* at Manly? Or are you too comfy in your bad habits to join Snap & Stroll? Join us on {EventTime}.
141,Snap & Stroll,Manly,"Manly is hosting Snap & Stroll, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
141,Snap & Stroll,Manly,You know that couch youre sitting on? Its not as comfortable as you think. Snap & Stroll at Manly is where the real action is. But you do you Join us on {EventTime}.
141,Snap & Stroll,Manly,"Skipping Snap & Stroll at Manly? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
142,Art Attack,Darling Harbour,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Darling Harbour? Prove you have taste and join Art Attack. Join us on {EventTime}.
142,Art Attack,Darling Harbour,Still stuck in your routine? How about experiencing something *actual* at Darling Harbour? Or are you too comfy in your bad habits to join Art Attack? Join us on {EventTime}.
142,Art Attack,Darling Harbour,"Darling Harbour is hosting Art Attack, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
142,Art Attack,Darling Harbour,You know that couch youre sitting on? Its not as comfortable as you think. Art Attack at Darling Harbour is where the real action is. But you do you Join us on {EventTime}.
142,Art Attack,Darling Harbour,"Skipping Art Attack at Darling Harbour? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
143,Laugh & Learn,Balmain,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Balmain? Prove you have taste and join Laugh & Learn. Join us on {EventTime}.
143,Laugh & Learn,Balmain,Still stuck in your routine? How about experiencing something *actual* at Balmain? Or are you too comfy in your bad habits to join Laugh & Learn? Join us on {EventTime}.
143,Laugh & Learn,Balmain,"Balmain is hosting Laugh & Learn, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
143,Laugh & Learn,Balmain,You know that couch youre sitting on? Its not as comfortable as you think. Laugh & Learn at Balmain is where the real action is. But you do you Join us on {EventTime}.
143,Laugh & Learn,Balmain,"Skipping Laugh & Learn at Balmain? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
144,Flicks & Food,Surry Hills,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Surry Hills? Prove you have taste and join Flicks & Food. Join us on {EventTime}.
144,Flicks & Food,Surry Hills,Still stuck in your routine? How about experiencing something *actual* at Surry Hills? Or are you too comfy in your bad habits to join Flicks & Food? Join us on {EventTime}.
144,Flicks & Food,Surry Hills,"Surry Hills is hosting Flicks & Food, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
144,Flicks & Food,Surry Hills,You know that couch youre sitting on? Its not as comfortable as you think. Flicks & Food at Surry Hills is where the real action is. But you do you Join us on {EventTime}.
144,Flicks & Food,Surry Hills,"Skipping Flicks & Food at Surry Hills? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
145,Jazz & Jive,Balmain,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Balmain? Prove you have taste and join Jazz & Jive. Join us on {EventTime}.
145,Jazz & Jive,Balmain,Still stuck in your routine? How about experiencing something *actual* at Balmain? Or are you too comfy in your bad habits to join Jazz & Jive? Join us on {EventTime}.
145,Jazz & Jive,Balmain,"Balmain is hosting Jazz & Jive, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
145,Jazz & Jive,Balmain,You know that couch youre sitting on? Its not as comfortable as you think. Jazz & Jive at Balmain is where the real action is. But you do you Join us on {EventTime}.
145,Jazz & Jive,Balmain,"Skipping Jazz & Jive at Balmain? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
146,Art Attack,Pyrmont,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Pyrmont? Prove you have taste and join Art Attack. Join us on {EventTime}.
146,Art Attack,Pyrmont,Still stuck in your routine? How about experiencing something *actual* at Pyrmont? Or are you too comfy in your bad habits to join Art Attack? Join us on {EventTime}.
146,Art Attack,Pyrmont,"Pyrmont is hosting Art Attack, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
146,Art Attack,Pyrmont,You know that couch youre sitting on? Its not as comfortable as you think. Art Attack at Pyrmont is where the real action is. But you do you Join us on {EventTime}.
146,Art Attack,Pyrmont,"Skipping Art Attack at Pyrmont? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
147,Write On!,Newtown,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Newtown? Prove you have taste and join Write On!. Join us on {EventTime}.
147,Write On!,Newtown,Still stuck in your routine? How about experiencing something *actual* at Newtown? Or are you too comfy in your bad habits to join Write On!? Join us on {EventTime}.
147,Write On!,Newtown,"Newtown is hosting Write On!, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
147,Write On!,Newtown,You know that couch youre sitting on? Its not as comfortable as you think. Write On! at Newtown is where the real action is. But you do you Join us on {EventTime}.
147,Write On!,Newtown,"Skipping Write On! at Newtown? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
148,Laugh & Learn,Royal Botanic Garden,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Royal Botanic Garden? Prove you have taste and join Laugh & Learn. Join us on {EventTime}.
148,Laugh & Learn,Royal Botanic Garden,Still stuck in your routine? How about experiencing something *actual* at Royal Botanic Garden? Or are you too comfy in your bad habits to join Laugh & Learn? Join us on {EventTime}.
148,Laugh & Learn,Royal Botanic Garden,"Royal Botanic Garden is hosting Laugh & Learn, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
148,Laugh & Learn,Royal Botanic Garden,You know that couch youre sitting on? Its not as comfortable as you think. Laugh & Learn at Royal Botanic Garden is where the real action is. But you do you Join us on {EventTime}.
148,Laugh & Learn,Royal Botanic Garden,"Skipping Laugh & Learn at Royal Botanic Garden? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
149,DIY Decor,Royal Botanic Garden,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Royal Botanic Garden? Prove you have taste and join DIY Decor. Join us on {EventTime}.
149,DIY Decor,Royal Botanic Garden,Still stuck in your routine? How about experiencing something *actual* at Royal Botanic Garden? Or are you too comfy in your bad habits to join DIY Decor? Join us on {EventTime}.
149,DIY Decor,Royal Botanic Garden,"Royal Botanic Garden is hosting DIY Decor, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
149,DIY Decor,Royal Botanic Garden,You know that couch youre sitting on? Its not as comfortable as you think. DIY Decor at Royal Botanic Garden is where the real action is. But you do you Join us on {EventTime}.
149,DIY Decor,Royal Botanic Garden,"Skipping DIY Decor at Royal Botanic Garden? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
150,Jazz & Jive,Sydney Opera House,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Sydney Opera House? Prove you have taste and join Jazz & Jive. Join us on {EventTime}.
150,Jazz & Jive,Sydney Opera House,Still stuck in your routine? How about experiencing something *actual* at Sydney Opera House? Or are you too comfy in your bad habits to join Jazz & Jive? Join us on {EventTime}.
150,Jazz & Jive,Sydney Opera House,"Sydney Opera House is hosting Jazz & Jive, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
150,Jazz & Jive,Sydney Opera House,You know that couch youre sitting on? Its not as comfortable as you think. Jazz & Jive at Sydney Opera House is where the real action is. But you do you Join us on {EventTime}.
150,Jazz & Jive,Sydney Opera House,"Skipping Jazz & Jive at Sydney Opera House? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
151,Sunset Soirée,Manly,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Manly? Prove you have taste and join Sunset Soire. Join us on {EventTime}.
151,Sunset Soirée,Manly,Still stuck in your routine? How about experiencing something *actual* at Manly? Or are you too comfy in your bad habits to join Sunset Soire? Join us on {EventTime}.
151,Sunset Soirée,Manly,"Manly is hosting Sunset Soire, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
151,Sunset Soirée,Manly,You know that couch youre sitting on? Its not as comfortable as you think. Sunset Soire at Manly is where the real action is. But you do you Join us on {EventTime}.
151,Sunset Soirée,Manly,"Skipping Sunset Soire at Manly? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
152,DIY Decor,Darling Harbour,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Darling Harbour? Prove you have taste and join DIY Decor. Join us on {EventTime}.
152,DIY Decor,Darling Harbour,Still stuck in your routine? How about experiencing something *actual* at Darling Harbour? Or are you too comfy in your bad habits to join DIY Decor? Join us on {EventTime}.
152,DIY Decor,Darling Harbour,"Darling Harbour is hosting DIY Decor, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
152,DIY Decor,Darling Harbour,You know that couch youre sitting on? Its not as comfortable as you think. DIY Decor at Darling Harbour is where the real action is. But you do you Join us on {EventTime}.
152,DIY Decor,Darling Harbour,"Skipping DIY Decor at Darling Harbour? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
153,Laugh & Learn,Glebe,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Glebe? Prove you have taste and join Laugh & Learn. Join us on {EventTime}.
153,Laugh & Learn,Glebe,Still stuck in your routine? How about experiencing something *actual* at Glebe? Or are you too comfy in your bad habits to join Laugh & Learn? Join us on {EventTime}.
153,Laugh & Learn,Glebe,"Glebe is hosting Laugh & Learn, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
153,Laugh & Learn,Glebe,You know that couch youre sitting on? Its not as comfortable as you think. Laugh & Learn at Glebe is where the real action is. But you do you Join us on {EventTime}.
153,Laugh & Learn,Glebe,"Skipping Laugh & Learn at Glebe? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
154,Eco-Explorer,Pyrmont,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Pyrmont? Prove you have taste and join Eco-Explorer. Join us on {EventTime}.
154,Eco-Explorer,Pyrmont,Still stuck in your routine? How about experiencing something *actual* at Pyrmont? Or are you too comfy in your bad habits to join Eco-Explorer? Join us on {EventTime}.
154,Eco-Explorer,Pyrmont,"Pyrmont is hosting Eco-Explorer, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
154,Eco-Explorer,Pyrmont,You know that couch youre sitting on? Its not as comfortable as you think. Eco-Explorer at Pyrmont is where the real action is. But you do you Join us on {EventTime}.
154,Eco-Explorer,Pyrmont,"Skipping Eco-Explorer at Pyrmont? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
155,DIY Decor,Darling Harbour,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Darling Harbour? Prove you have taste and join DIY Decor. Join us on {EventTime}.
155,DIY Decor,Darling Harbour,Still stuck in your routine? How about experiencing something *actual* at Darling Harbour? Or are you too comfy in your bad habits to join DIY Decor? Join us on {EventTime}.
155,DIY Decor,Darling Harbour,"Darling Harbour is hosting DIY Decor, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
155,DIY Decor,Darling Harbour,You know that couch youre sitting on? Its not as comfortable as you think. DIY Decor at Darling Harbour is where the real action is. But you do you Join us on {EventTime}.
155,DIY Decor,Darling Harbour,"Skipping DIY Decor at Darling Harbour? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
156,Cultural Feast,The Rocks,Youve been doing the same old thing all week. Are you really going to skip *real* fun at The Rocks? Prove you have taste and join Cultural Feast. Join us on {EventTime}.
156,Cultural Feast,The Rocks,Still stuck in your routine? How about experiencing something *actual* at The Rocks? Or are you too comfy in your bad habits to join Cultural Feast? Join us on {EventTime}.
156,Cultural Feast,The Rocks,"The Rocks is hosting Cultural Feast, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
156,Cultural Feast,The Rocks,You know that couch youre sitting on? Its not as comfortable as you think. Cultural Feast at The Rocks is where the real action is. But you do you Join us on {EventTime}.
156,Cultural Feast,The Rocks,"Skipping Cultural Feast at The Rocks? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
157,Write On!,Darling Harbour,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Darling Harbour? Prove you have taste and join Write On!. Join us on {EventTime}.
157,Write On!,Darling Harbour,Still stuck in your routine? How about experiencing something *actual* at Darling Harbour? Or are you too comfy in your bad habits to join Write On!? Join us on {EventTime}.
157,Write On!,Darling Harbour,"Darling Harbour is hosting Write On!, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
157,Write On!,Darling Harbour,You know that couch youre sitting on? Its not as comfortable as you think. Write On! at Darling Harbour is where the real action is. But you do you Join us on {EventTime}.
157,Write On!,Darling Harbour,"Skipping Write On! at Darling Harbour? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
158,Street Eats & Beats,Chippendale,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Chippendale? Prove you have taste and join Street Eats & Beats. Join us on {EventTime}.
158,Street Eats & Beats,Chippendale,Still stuck in your routine? How about experiencing something *actual* at Chippendale? Or are you too comfy in your bad habits to join Street Eats & Beats? Join us on {EventTime}.
158,Street Eats & Beats,Chippendale,"Chippendale is hosting Street Eats & Beats, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
158,Street Eats & Beats,Chippendale,You know that couch youre sitting on? Its not as comfortable as you think. Street Eats & Beats at Chippendale is where the real action is. But you do you Join us on {EventTime}.
158,Street Eats & Beats,Chippendale,"Skipping Street Eats & Beats at Chippendale? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
159,Art Attack,Surry Hills,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Surry Hills? Prove you have taste and join Art Attack. Join us on {EventTime}.
159,Art Attack,Surry Hills,Still stuck in your routine? How about experiencing something *actual* at Surry Hills? Or are you too comfy in your bad habits to join Art Attack? Join us on {EventTime}.
159,Art Attack,Surry Hills,"Surry Hills is hosting Art Attack, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
159,Art Attack,Surry Hills,You know that couch youre sitting on? Its not as comfortable as you think. Art Attack at Surry Hills is where the real action is. But you do you Join us on {EventTime}.
159,Art Attack,Surry Hills,"Skipping Art Attack at Surry Hills? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
160,Sunset Soirée,Pyrmont,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Pyrmont? Prove you have taste and join Sunset Soire. Join us on {EventTime}.
160,Sunset Soirée,Pyrmont,Still stuck in your routine? How about experiencing something *actual* at Pyrmont? Or are you too comfy in your bad habits to join Sunset Soire? Join us on {EventTime}.
160,Sunset Soirée,Pyrmont,"Pyrmont is hosting Sunset Soire, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
160,Sunset Soirée,Pyrmont,You know that couch youre sitting on? Its not as comfortable as you think. Sunset Soire at Pyrmont is where the real action is. But you do you Join us on {EventTime}.
160,Sunset Soirée,Pyrmont,"Skipping Sunset Soire at Pyrmont? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
161,Chill & Grill,Coogee,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Coogee? Prove you have taste and join Chill & Grill. Join us on {EventTime}.
161,Chill & Grill,Coogee,Still stuck in your routine? How about experiencing something *actual* at Coogee? Or are you too comfy in your bad habits to join Chill & Grill? Join us on {EventTime}.
161,Chill & Grill,Coogee,"Coogee is hosting Chill & Grill, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
161,Chill & Grill,Coogee,You know that couch youre sitting on? Its not as comfortable as you think. Chill & Grill at Coogee is where the real action is. But you do you Join us on {EventTime}.
161,Chill & Grill,Coogee,"Skipping Chill & Grill at Coogee? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
162,Laugh & Learn,Sydney Opera House,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Sydney Opera House? Prove you have taste and join Laugh & Learn. Join us on {EventTime}.
162,Laugh & Learn,Sydney Opera House,Still stuck in your routine? How about experiencing something *actual* at Sydney Opera House? Or are you too comfy in your bad habits to join Laugh & Learn? Join us on {EventTime}.
162,Laugh & Learn,Sydney Opera House,"Sydney Opera House is hosting Laugh & Learn, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
162,Laugh & Learn,Sydney Opera House,You know that couch youre sitting on? Its not as comfortable as you think. Laugh & Learn at Sydney Opera House is where the real action is. But you do you Join us on {EventTime}.
162,Laugh & Learn,Sydney Opera House,"Skipping Laugh & Learn at Sydney Opera House? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
163,Mindful Moments,Circular Quay,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Circular Quay? Prove you have taste and join Mindful Moments. Join us on {EventTime}.
163,Mindful Moments,Circular Quay,Still stuck in your routine? How about experiencing something *actual* at Circular Quay? Or are you too comfy in your bad habits to join Mindful Moments? Join us on {EventTime}.
163,Mindful Moments,Circular Quay,"Circular Quay is hosting Mindful Moments, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
163,Mindful Moments,Circular Quay,You know that couch youre sitting on? Its not as comfortable as you think. Mindful Moments at Circular Quay is where the real action is. But you do you Join us on {EventTime}.
163,Mindful Moments,Circular Quay,"Skipping Mindful Moments at Circular Quay? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
164,Thrill Seeker's Delight,Chippendale,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Chippendale? Prove you have taste and join Thrill Seeker's Delight. Join us on {EventTime}.
164,Thrill Seeker's Delight,Chippendale,Still stuck in your routine? How about experiencing something *actual* at Chippendale? Or are you too comfy in your bad habits to join Thrill Seeker's Delight? Join us on {EventTime}.
164,Thrill Seeker's Delight,Chippendale,"Chippendale is hosting Thrill Seeker's Delight, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
164,Thrill Seeker's Delight,Chippendale,You know that couch youre sitting on? Its not as comfortable as you think. Thrill Seeker's Delight at Chippendale is where the real action is. But you do you Join us on {EventTime}.
164,Thrill Seeker's Delight,Chippendale,"Skipping Thrill Seeker's Delight at Chippendale? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
165,Snap & Stroll,Balmain,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Balmain? Prove you have taste and join Snap & Stroll. Join us on {EventTime}.
165,Snap & Stroll,Balmain,Still stuck in your routine? How about experiencing something *actual* at Balmain? Or are you too comfy in your bad habits to join Snap & Stroll? Join us on {EventTime}.
165,Snap & Stroll,Balmain,"Balmain is hosting Snap & Stroll, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
165,Snap & Stroll,Balmain,You know that couch youre sitting on? Its not as comfortable as you think. Snap & Stroll at Balmain is where the real action is. But you do you Join us on {EventTime}.
165,Snap & Stroll,Balmain,"Skipping Snap & Stroll at Balmain? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
166,Thrill Seeker's Delight,Barangaroo,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Barangaroo? Prove you have taste and join Thrill Seeker's Delight. Join us on {EventTime}.
166,Thrill Seeker's Delight,Barangaroo,Still stuck in your routine? How about experiencing something *actual* at Barangaroo? Or are you too comfy in your bad habits to join Thrill Seeker's Delight? Join us on {EventTime}.
166,Thrill Seeker's Delight,Barangaroo,"Barangaroo is hosting Thrill Seeker's Delight, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
166,Thrill Seeker's Delight,Barangaroo,You know that couch youre sitting on? Its not as comfortable as you think. Thrill Seeker's Delight at Barangaroo is where the real action is. But you do you Join us on {EventTime}.
166,Thrill Seeker's Delight,Barangaroo,"Skipping Thrill Seeker's Delight at Barangaroo? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
167,Laugh & Learn,Royal Botanic Garden,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Royal Botanic Garden? Prove you have taste and join Laugh & Learn. Join us on {EventTime}.
167,Laugh & Learn,Royal Botanic Garden,Still stuck in your routine? How about experiencing something *actual* at Royal Botanic Garden? Or are you too comfy in your bad habits to join Laugh & Learn? Join us on {EventTime}.
167,Laugh & Learn,Royal Botanic Garden,"Royal Botanic Garden is hosting Laugh & Learn, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
167,Laugh & Learn,Royal Botanic Garden,You know that couch youre sitting on? Its not as comfortable as you think. Laugh & Learn at Royal Botanic Garden is where the real action is. But you do you Join us on {EventTime}.
167,Laugh & Learn,Royal Botanic Garden,"Skipping Laugh & Learn at Royal Botanic Garden? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
168,Write On!,The Rocks,Youve been doing the same old thing all week. Are you really going to skip *real* fun at The Rocks? Prove you have taste and join Write On!. Join us on {EventTime}.
168,Write On!,The Rocks,Still stuck in your routine? How about experiencing something *actual* at The Rocks? Or are you too comfy in your bad habits to join Write On!? Join us on {EventTime}.
168,Write On!,The Rocks,"The Rocks is hosting Write On!, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
168,Write On!,The Rocks,You know that couch youre sitting on? Its not as comfortable as you think. Write On! at The Rocks is where the real action is. But you do you Join us on {EventTime}.
